label,Δ path uncertainty,Δ final uncertainty,Δ linear gain,Δ MLP gain,Δ linear damage,Δ MLP damage
1,-0.035691872019838304,-0.056084510561602324,-0.020000000000829375,-2.722348685426818e-05,-0.013362241044419491,-0.014733183344582948
2,-0.0003180831372634373,-0.0006754464759902358,0.004020717406194216,0.003883197695811156,2.6253470184844812e-05,0.000769947342164242
3,-0.0009802472616151758,-0.0017202858376922981,5.730438365950242e-20,0.0012850492505900647,0.0007870546635534467,0.0008872207700967314
4,-0.01695453369783957,-0.02554249124555987,-0.02,-5.745804519499107e-08,0.003304496432176707,-0.016312983154161086
5,-0.00035407794714808344,-0.0007778292387818075,0.00016899472277000785,0.0004099648139821372,0.0002025567988745594,0.0015559614568647507
7,-0.03259759281656426,-0.05241171312902576,-1.2477926642917938e-61,-1.7664209719787925e-05,0.004743287231874413,-0.014744482205003245
