label,sample,beta,mean_path_uncertainty,final_uncertainty,linear_target_gain,mlp_target_gain,linear_damage,mlp_damage
3,630,0.5,0.22558783272893904,0.23332579336496204,1.0,0.8303022820560739,0.49894554762086885,0.46928588975440877
3,631,0.0,0.2106559435483535,0.2192678273303222,1.0,0.09695484011592859,1.763885366339451e-06,0.016770557923611634
3,631,0.5,0.20996429322267693,0.2179787887429927,1.0,0.0977079849755764,2.0523404936094924e-06,0.017447821810014058
3,636,0.0,0.22359879117464213,0.2262759541983844,1.1381159092533176e-37,0.1467764945957925,0.763120236392714,0.08867979065715483
3,636,0.5,0.22251437437921498,0.22447740682760053,2.865219182975121e-18,0.1487483514642725,0.7565006690877302,0.08711981015672045
3,663,0.0,0.2049863762955192,0.21699423661113348,1.0,0.586596047084156,0.49733344340127034,0.4798943694025174
3,663,0.5,0.20441852056791351,0.21581833567999556,1.0,0.5870836701157865,0.4972051246936573,0.48019201039888465
3,668,0.0,0.2021037115999882,0.21388023057927244,1.0,0.685035346560057,0.4993883112531314,0.5045577936470643
3,668,0.5,0.2018134226741435,0.2132042376083423,1.0,0.6860098941591889,0.49938830058459166,0.5046340893111809
3,672,0.0,0.22412690875253732,0.23323377633179468,1.0,0.46336816925326957,0.38611677128879995,0.1281952083207062
3,672,0.5,0.22301523978866591,0.23140799951809746,1.0,0.47400751035851124,0.386256503593833,0.12817661763481158
3,788,0.0,0.2339806187775524,0.24410008150207455,0.0,0.9979764431853316,0.379294678458443,0.4704069001504137
3,788,0.5,0.2324275417386332,0.24193005868024933,0.0,0.9979485888908036,0.3871064252324025,0.47033650668438226
3,790,0.0,0.2196626323625501,0.22579913026794207,1.0,0.5775683251591672,0.024848019380392907,0.5497972584787485
3,790,0.5,0.21893174960983783,0.22464509476313832,1.0,0.5760527642028752,0.02483023182922387,0.5484593456396512
3,810,0.0,0.20335410752060218,0.2186369384909467,1.0,0.9340930252470262,0.004087439817079108,0.5582407688437423
3,810,0.5,0.2028246867421358,0.21749836399501962,1.0,0.933153134003273,0.004421835376937788,0.5560745819698781
3,885,0.0,0.20932606812444127,0.2302224399865011,0.0,0.021458541120992634,0.7073831971038297,0.6451775910600106
3,885,0.5,0.20862824869201205,0.22879599505806797,0.0,0.02584741216151987,0.7035502704873431,0.6439362415282031
3,886,0.0,0.21678805152468486,0.2213155844067871,1.0,0.8204501474598858,0.9875646647937056,0.8489863452846029
3,886,0.5,0.21619174704348984,0.2202885247078782,1.0,0.8187968662136905,0.9875571775321437,0.8486300553301561
3,917,0.0,0.21479717220542488,0.2270292250869574,1.0,0.36720149917630035,0.018050275375997026,0.1239019424117351
3,917,0.5,0.21361620474632131,0.2251612052102568,1.0,0.3633418850372586,0.01810626057811436,0.12597806367353892
3,985,0.0,0.20591492442905365,0.2152192728005975,1.0,0.5834461074681482,0.6389087078226179,0.4158195270367486
3,985,0.5,0.20543600396563136,0.2142828483195693,1.0,0.5852147715571027,0.6410040887171671,0.41644892407764084
3,993,0.0,0.20901450314781045,0.21638345629534209,0.0,0.9353101928013888,0.8240198796859086,0.4853856207687143
3,993,0.5,0.20830221615003836,0.21503744184904175,0.0,0.937161829009159,0.8381370736551095,0.4904073396699165
3,1052,0.0,0.2190697976045074,0.23452236516977187,0.0,0.0007617805886997298,0.0006853878476484993,0.042989480647078984
3,1052,0.5,0.21717634645510825,0.2311982708198115,0.0,0.0011962712822988046,0.0009595535418708425,0.04814929523495343
3,1062,0.0,0.19879256842573872,0.20826851426325646,1.0,0.7162498377569423,0.9518004231530023,0.6510319146282267
3,1062,0.5,0.1985281846562455,0.20772202708824145,1.0,0.7165690053028244,0.9517931004267361,0.650798926472578
3,1084,0.0,0.22649988114821867,0.2339876588630868,1.0,0.15866454814628606,5.222489107836736e-12,0.02479448437557179
3,1084,0.5,0.2252942219016353,0.23200647110564257,1.0,0.16280936787182704,1.0094591829101773e-11,0.02657078125884056
3,1129,0.0,0.2042488329884125,0.22350759990137223,0.0,0.0003480778829995336,0.036844522219602126,0.12717289973291493
3,1129,0.5,0.20362183989979352,0.2219717077981771,0.0,0.0005189553619996461,0.03684451632979908,0.1266873613801667
3,1143,0.0,0.2132126856089414,0.22285678919831142,0.0,0.9518018316753677,0.2967932993416986,0.18886166150123052
3,1143,0.5,0.21240801074198393,0.2213708653528399,0.0,0.9512130801181508,0.29682865532648356,0.18883681072476724
3,1207,0.0,0.20296899834498974,0.22337687275024862,0.0,0.004653847065629269,0.0010225758009567132,0.19263953886226123
3,1207,0.5,0.20245728521006637,0.2219956697853327,0.0,0.0063936546296099505,0.0010332638044149667,0.19721405401695413
3,1220,0.0,0.2141598159456005,0.22846003543163557,1.0,0.5190947057760352,0.4941159829774917,0.19677350674482105
3,1220,0.5,0.21351157088100708,0.22728746906291553,1.0,0.521740339824544,0.4941835757335866,0.19851502263167414
3,1308,0.0,0.2148712813699187,0.22364573703309298,1.0,0.5415282869409318,0.4560101490320921,0.10446386981528287
3,1308,0.5,0.21412313209296202,0.22238301865466037,1.0,0.5416971494317264,0.45603180584133685,0.10693511078910439
3,1369,0.0,0.20602743693850972,0.2200611025535681,2.4201042690595747e-149,0.6585230059394938,0.038333665558071564,0.5033532545412149
3,1369,0.5,0.20504166780503216,0.21826023905667022,2.6200933190540595e-158,0.6636452861679205,0.0384036427739238,0.4999091506255124
3,1423,0.0,0.20123546415952873,0.22066346626686767,0.0,0.0033177140330545238,0.0001082917905989743,0.23335775058203853
3,1423,0.5,0.20076876043487404,0.21940886374210838,0.0,0.004333059644391137,0.00010908220589392494,0.23658828262818618
3,1433,0.0,0.22019567961476952,0.2304601505751713,1.0,0.9018074580216463,0.49581677845555633,0.5002995956339475
3,1433,0.5,0.21886671263749238,0.22816624451021758,1.0,0.8909937325499622,0.49581288105865623,0.498830900659855
3,1442,0.0,0.2100761630546605,0.22181469303131773,0.0,0.4342438146546074,0.005909412945893533,0.20740758068596898
3,1442,0.5,0.2095628409691163,0.22080747539570536,0.0,0.4377290899768128,0.0066509365793568365,0.2068568200802809
3,1455,0.0,0.20786543909512134,0.2249657185773902,1.0,0.5191217981965522,0.5610267743988422,0.3343362350907885
3,1455,0.5,0.20721709565262253,0.22378020608480556,1.0,0.513129050038655,0.5453930624494006,0.3310941949259722
3,1464,0.0,0.22256942300286955,0.23536765763342965,1.0,0.27409071654909256,0.35051626569271277,0.5022957216730108
