label,index,alpha,mean,std,rel_norm
Label 3,150,2.0,0.6759461650279639,0.20012395644244654,0.1589328880890374
Label 3,150,2.5,0.8568954647181267,0.20334757930611363,0.1956757245862979
Label 3,150,3.0,1.0306926438908761,0.20633422139722232,0.2309629636862566
Label 3,150,4.0,1.33415051830347,0.21152621394894472,0.2963239264759274
Label 3,200,0.1,0.1037964482929194,0.18858137902466618,0.03462034943921314
Label 3,200,0.5,0.2301802031452448,0.18949028364665543,0.17407470072154801
Label 3,200,0.75,0.3149923359861647,0.19061710211482244,0.2617939310929826
Label 3,200,1.0,0.4036883096552349,0.19212202290895683,0.3497608989074937
Label 3,200,1.5,0.5902381933194526,0.19601788327937616,0.5259745560735911
Label 3,200,2.0,0.784128911744189,0.2006843093466284,0.7018969246363759
Label 3,200,2.5,0.9788841496711443,0.20564605135312383,0.8768244863252719
Label 3,200,3.0,1.1678127300747565,0.2105044251565107,1.0500480246607686
Label 3,200,4.0,1.503739243986831,0.218811130984159,1.387829886343143
Label 4,0,0.1,-0.029455291114493336,0.07589551976989838,0.025308590291518107
Label 4,0,0.5,-0.014873554282224359,0.0772313837521056,0.1279445456793429
Label 4,0,0.75,-0.007870065343548362,0.07791098069894327,0.19166196383769182
Label 4,0,1.0,-0.002187467635816351,0.07844015725304712,0.2523802983765287
Label 4,0,1.5,0.007023406612955439,0.07868411874616575,0.34227368260974805
Label 4,0,2.0,0.020828668732025667,0.0785252864445253,0.3623926887098657
Label 4,0,2.5,0.055363419690871746,0.0792524932840679,0.35623459905223015
Label 4,0,3.0,0.13036452846378727,0.08011455747594257,0.3631112549586818
Label 4,0,4.0,0.447802244736905,0.07415727415098067,0.44838996608830417
Label 4,10,0.1,0.013751195212164682,0.08512587508217914,0.010092969706671001
Label 4,10,0.5,0.034622104877531514,0.08490162130586086,0.05080367617629738
Label 4,10,0.75,0.05750453490386592,0.08465365186305812,0.07619639758597006
Label 4,10,1.0,0.09087566945585873,0.08427586335910431,0.10146589087755167
Label 4,10,1.5,0.19754481702666057,0.08261987724541416,0.15149930816696966
Label 4,10,2.0,0.3620649637844663,0.0782902102116277,0.2008244278810575
Label 4,10,2.5,0.5662645450203297,0.06917323577657689,0.24939433374006928
Label 4,10,3.0,0.7612433555812563,0.054860545401231316,0.2971042795661144
Label 4,10,4.0,0.901309855515285,0.03870866207704338,0.37035942165283076
Label 4,15,0.1,0.007761144855859261,0.08752576394754945,0.008755859826185474
Label 4,15,0.5,0.008165544870682072,0.08763794344814975,0.04377007399679367
Label 4,15,0.75,0.008322391943296556,0.08766333724962282,0.06565898265453818
Label 4,15,1.0,0.00842740751956195,0.08767424722345991,0.08754892147444793
Label 4,15,1.5,0.008538445893274878,0.08768026137626377,0.13130220356281974
Label 4,15,2.0,0.008580266358428035,0.08768103218459476,0.17498991420153748
Label 4,15,2.5,0.008594323918026163,0.08768111012104046,0.2186191154566054
Label 4,15,3.0,0.008598540681770945,0.08768111639028621,0.26223692379678654
Label 4,15,4.0,0.008599932242413505,0.08768111681132991,0.34965558565585664
Label 4,25,0.1,0.00798622160021609,0.08763140260467778,0.009135123196278797
Label 4,25,0.5,0.008275079701587784,0.08766674201664591,0.04609828161743444
Label 4,25,0.75,0.008389161508081224,0.08767500762399862,0.06952626762856101
Label 4,25,1.0,0.008466911349230232,0.0876786703974068,0.09317069120743862
Label 4,25,1.5,0.008551298155647459,0.08768078819063514,0.14106047811970193
Label 4,25,2.0,0.008584145267678629,0.08768108202918147,0.18960948638801156
Label 4,25,2.5,0.008595423275544443,0.08768111391757047,0.23868352817651214
Label 4,25,3.0,0.008598831532863975,0.08768111662288537,0.2881747489014899
